articleWordCount,headline,snippet
1475,A Doctor Worth Billions Takes On a Challenging Patient: A Newspaper in Turmoil,"In a city with no shortage of wealth and celebrity, the new billionaire owner of the Los Angeles Times, Dr. Patrick Soon-Shiong, has kept a mostly low profile. Until now."
1359,"After Backing Trump, Evangelicals Find Door To White House Is Open","As President Trump prepares to speak at the National Prayer Breakfast, conservative religious leaders have hailed the president’s first-year agenda as their own."
1215,An Empire Without a Mogul,"“None of us in this world are irreplaceable,’’ the head of a Las Vegas marketing firm said. “But that kind of raw imagination is pretty rare.”"
420,Word That Becomes Its Own Synonym,Erik Agard spins us ’round and ’round.
1298,‘The Assassination of Gianni Versace’ Episode 4: Feline Intuition,Andrew Cunanan kills his first two victims — both of them other gay men — and then flees. His motives remain elusive.
1394,"For Two Bitter Rivals, A History of Seeking Amity Through Sport","Despite clashes, North and South Korea have learned to use the Olympics to find something that still eludes them in the real world: a moment of solidarity."
1611,"How to Preserve Your Family Memories, Letters and Trinkets","Good archival practices might not be exciting, but they could be the key to keeping your family history intact for future generations."
65,‘Stop Telling Women to Smile’,What statement is this artwork making?
864,"Through Forests and Farmlands, Peruvian Sheep Herders of the Pacific Northwest","Sofia Jaramillo looks at the lives of Peruvian sheep herders who, isolated from their families, work in Washington State."
725,Trevor Noah Mocks President’s Plan for a Military Parade,The late-night host said: “The world knows America has a military. It’s in their countries right now.”
700,Daniel Ellsberg Thinks We’re In Denial About Nuclear War,The author and former Defense and State Department official is surprised there hasn’t been a nuclear apocalypse yet.
723,Should Schools Teach About Climate Change?,What should students be required to know and who should make decisions about what is included in the science curriculum?
1057,"24 Years on the Bench, and Still Putting Them in the Seats","Justice Ruth Bader Ginsburg’s off-the-court schedule is full, with at least nine public appearances over three weeks."
1456,Beethoven Gives Way To Bieber On the Ice,"Bring on James Brown, Justin Bieber, Moby, and maybe some Mozart. New rules allow skaters flexibility to rock the Winter Olympics."
3787,The World Is Your Office,A global network of live-work spaces is springing up to serve this new breed of millennial wanderer.
1003,The Frigid Games,"Recent Games were balmy. But not Pyeongchang, South Korea, where officials are providing hand and seat warmers for the opening ceremony Friday."
1494,Johannesburg,"Beneath the grit of South Africa’s biggest city, there’s a kinetic urban energy that can be savored in its street art, restaurants, music clubs and markets."
4098,A Wily Pirate Plunders Broadway,"Mr. Buffett, who has a new Broadway show, “Escape to Margaritaville,” built a half-billion-dollar empire on his laid-back beach brand. But he’s all business now."
873,Apocalypse Not,"The “peak oil” scare comes to naught again, like other scares."
838,"Lie, Exploit and Destroy",Trump’s tactics are basic branding.
2112,Trump’s Tool Kit Does Not Include the Constitution,No wonder we are losing faith in our democracy.
1111,Talk to Your Doctor About Your Bucket List,Knowing my patients’ life goals has prevented me from implementing medical interventions that subvert them.
1698,The Mystery of Hanoi Hannah,Who was the person behind North Vietnam’s most successful propagandist?
1358,Waiting to Treat the Cancer,It would be a race between the leukemia returning and the insurance company approving the procedure that could keep it at bay permanently.
111,Homes for Sale in Brooklyn and Manhattan,"This week’s listings are in South Park Slope, Brooklyn, Hell’s Kitchen and Chelsea."
800,Positive News for Twitter: Its First Quarterly Profit,"The social network posted its first ever profit as a public company, even as it grapples with criticism over fake accounts and slower-than-expected growth."
172,Where Are Rents Rising the Most?,These 10 cities saw the biggest percentage increases in rent over the last year.
1822,An Unlikely Hip-Hop BFF,"Drew Findling, a criminal defense lawyer in the hip-hop capital, has become an advocate and father figure for rappers like Offset, of Migos, and Gucci Mane."
1215,What Parents Can Learn From a Town That Produced 11 Olympians,"The secret to happiness and excellence in Norwich, Vt., can be traced to the way the town collectively raises its children."
1651,Nice Surprises Emerge From the Rainy Gloom of 2014,"A difficult, rainy vintage proved to be a challenge for producers. Some made the best of it with fresh, expressive and delicious wines."
1273,Bringing a Personal Touch to Plus-Size Fashion,"Spurred by an underserved market, entrepreneurs are offering personalized service to women seeking stylish clothing in larger sizes."
1987,Shutdown Again Grips Washington as Vote is Foiled,"Government funding expired at midnight after Senator Rand Paul of Kentucky held up the Senate’s vote on a budget deal, but both chambers eventually gave their approval."
878,South China Sea Photos Suggest a Military Building Spree by Beijing,China has spent years establishing military outposts on a group of contested islands in the South China Sea. New photos offered a detailed look.
832,You Like Lamb? You’ve Come to the Right Place,"Kudret Yakup opened a Manhattan restaurant in December, as what may be the first U.S. franchise-in-the-making to showcase the Muslim minority’s food."
1368,Big Pharma Buys Clout In Advocacy Over Opioids  ,Pharmaceutical companies have enlisted the support of a prominent anti-addiction advocate as they battle the perception that they created an epidemic.
263,Fifty Shades Freed,Ana and Christian tie the knot and settle old scores in this flaccid film.
1786,Carnage Rises As Syria’s War Is Splintering,"The conflict has broken into several small wars, and the carnage is reaching a new peak, upending any assumptions it might be nearing an end."
1407,Last 2 of ISIS’ Infamous British Fighters Are Captured by Syrian Kurds,The men were part of a notorious group of Islamic State militants known as the Beatles because of their British accents.
1084,Broadway’s B-List Revue,The Encores! series pulls some oddities out of the American musical trunk and comes up with … an oddity.
644,Sea Legs: These Skates Are Made for Walking,"A fish that scurries along the seafloor uses the same neurons and genes that help land vertebrates walk, suggesting the blueprint for walking originated much earlier than previously thought."
1450,Sisters’ Quiet Life of Prayer Disrupted by Affordable Housing Fight,"Four Catholic sisters spend their days praying in their secluded convent, but a dispute over affordable housing has put them in an unusual position."
1090,Another Dive Puts Market in Correction Territory,"Wall Street, roiled this week by the most turbulence in years, broke from a brief respite on Thursday, entering a market correction."
1016,Bitcoin Comes to Campus,"From New York University to Berkeley, Bitcoin has set off a dash to understand the technology and economic risks of virtual currency."
